Date_UTC,Date_Local,LocalDate,Home Team,Away Team,Home Score,Away Score,Result,Season,weight,Played
2024-12-21 03:00:00+00:00,2024-12-20 22:00:00-05:00,2024-12-20,Anaheim Ducks,Colorado Avalanche,2,4,2 - 4,2024-2025,1.0,True
2024-12-21 18:30:00+00:00,2024-12-21 13:30:00-05:00,2024-12-21,Nashville Predators,Los Angeles Kings,3,2,3 - 2,2024-2025,1.0,True
2024-12-21 21:00:00+00:00,2024-12-21 16:00:00-05:00,2024-12-21,Calgary Flames,Chicago Blackhawks,6,4,6 - 4,2024-2025,1.0,True
2024-12-21 21:00:00+00:00,2024-12-21 16:00:00-05:00,2024-12-21,Edmonton Oilers,San Jose Sharks,3,2,3 - 2,2024-2025,1.0,True
2024-12-22 00:00:00+00:00,2024-12-21 19:00:00-05:00,2024-12-21,Philadelphia Flyers,Columbus Blue Jackets,5,4,5 - 4,2024-2025,1.0,True
2024-12-22 00:00:00+00:00,2024-12-21 19:00:00-05:00,2024-12-21,Winnipeg Jets,Minnesota Wild,5,0,5 - 0,2024-2025,1.0,True
2024-12-22 00:00:00+00:00,2024-12-21 19:00:00-05:00,2024-12-21,New Jersey Devils,Pittsburgh Penguins,3,0,3 - 0,2024-2025,1.0,True
2024-12-22 00:00:00+00:00,2024-12-21 19:00:00-05:00,2024-12-21,Boston Bruins,Buffalo Sabres,3,1,3 - 1,2024-2025,1.0,True
2024-12-22 00:00:00+00:00,2024-12-21 19:00:00-05:00,2024-12-21,Toronto Maple Leafs,New York Islanders,3,6,3 - 6,2024-2025,1.0,True
2024-12-22 00:00:00+00:00,2024-12-21 19:00:00-05:00,2024-12-21,Montréal Canadiens,Detroit Red Wings,5,1,5 - 1,2024-2025,1.0,True
2024-12-22 03:00:00+00:00,2024-12-21 22:00:00-05:00,2024-12-21,Vancouver Canucks,Ottawa Senators,4,5,4 - 5,2024-2025,1.0,True
2024-12-22 03:00:00+00:00,2024-12-21 22:00:00-05:00,2024-12-21,Vegas Golden Knights,Seattle Kraken,6,2,6 - 2,2024-2025,1.0,True
2024-12-22 17:30:00+00:00,2024-12-22 12:30:00-05:00,2024-12-22,New York Rangers,Carolina Hurricanes,1,3,1 - 3,2024-2025,1.0,True
2024-12-22 22:00:00+00:00,2024-12-22 17:00:00-05:00,2024-12-22,Tampa Bay Lightning,Florida Panthers,2,4,2 - 4,2024-2025,1.0,True
2024-12-22 22:00:00+00:00,2024-12-22 17:00:00-05:00,2024-12-22,Washington Capitals,Los Angeles Kings,3,1,3 - 1,2024-2025,1.0,True
2024-12-22 22:00:00+00:00,2024-12-22 17:00:00-05:00,2024-12-22,Utah Hockey Club,Anaheim Ducks,4,5,4 - 5,2024-2025,1.0,True
2024-12-23 01:00:00+00:00,2024-12-22 20:00:00-05:00,2024-12-22,Edmonton Oilers,Ottawa Senators,3,1,3 - 1,2024-2025,1.0,True
2024-12-23 01:00:00+00:00,2024-12-22 20:00:00-05:00,2024-12-22,Colorado Avalanche,Seattle Kraken,5,2,5 - 2,2024-2025,1.0,True
2024-12-23 18:00:00+00:00,2024-12-23 13:00:00-05:00,2024-12-23,New Jersey Devils,New York Rangers,5,0,5 - 0,2024-2025,1.0,True
2024-12-23 19:00:00+00:00,2024-12-23 14:00:00-05:00,2024-12-23,Toronto Maple Leafs,Winnipeg Jets,2,5,2 - 5,2024-2025,1.0,True
2024-12-24 00:00:00+00:00,2024-12-23 19:00:00-05:00,2024-12-23,Boston Bruins,Washington Capitals,4,1,4 - 1,2024-2025,1.0,True
2024-12-24 00:00:00+00:00,2024-12-23 19:00:00-05:00,2024-12-23,Detroit Red Wings,St. Louis Blues,0,4,0 - 4,2024-2025,1.0,True
2024-12-24 00:00:00+00:00,2024-12-23 19:00:00-05:00,2024-12-23,Florida Panthers,Tampa Bay Lightning,0,4,0 - 4,2024-2025,1.0,True
2024-12-24 00:00:00+00:00,2024-12-23 19:00:00-05:00,2024-12-23,Pittsburgh Penguins,Philadelphia Flyers,7,3,7 - 3,2024-2025,1.0,True
2024-12-24 00:00:00+00:00,2024-12-23 19:00:00-05:00,2024-12-23,Columbus Blue Jackets,Montréal Canadiens,5,4,5 - 4,2024-2025,1.0,True
2024-12-24 00:30:00+00:00,2024-12-23 19:30:00-05:00,2024-12-23,New York Islanders,Buffalo Sabres,1,7,1 - 7,2024-2025,1.0,True
2024-12-24 01:00:00+00:00,2024-12-23 20:00:00-05:00,2024-12-23,Minnesota Wild,Chicago Blackhawks,4,3,4 - 3,2024-2025,1.0,True
2024-12-24 01:00:00+00:00,2024-12-23 20:00:00-05:00,2024-12-23,Nashville Predators,Carolina Hurricanes,5,2,5 - 2,2024-2025,1.0,True
2024-12-24 02:00:00+00:00,2024-12-23 21:00:00-05:00,2024-12-23,Vancouver Canucks,San Jose Sharks,4,3,4 - 3,2024-2025,1.0,True
2024-12-24 02:00:00+00:00,2024-12-23 21:00:00-05:00,2024-12-23,Utah Hockey Club,Dallas Stars,2,3,2 - 3,2024-2025,1.0,True
2024-12-24 03:00:00+00:00,2024-12-23 22:00:00-05:00,2024-12-23,Vegas Golden Knights,Anaheim Ducks,3,1,3 - 1,2024-2025,1.0,True
2024-12-28 00:00:00+00:00,2024-12-27 19:00:00-05:00,2024-12-27,Buffalo Sabres,Chicago Blackhawks,6,2,6 - 2,2024-2025,1.0,True
2024-12-28 00:00:00+00:00,2024-12-27 19:00:00-05:00,2024-12-27,Detroit Red Wings,Toronto Maple Leafs,2,5,2 - 5,2024-2025,1.0,True
2024-12-28 00:00:00+00:00,2024-12-27 19:00:00-05:00,2024-12-27,New Jersey Devils,Carolina Hurricanes,4,2,4 - 2,2024-2025,1.0,True
2024-12-28 00:00:00+00:00,2024-12-27 19:00:00-05:00,2024-12-27,Columbus Blue Jackets,Boston Bruins,6,2,6 - 2,2024-2025,1.0,True
2024-12-28 01:00:00+00:00,2024-12-27 20:00:00-05:00,2024-12-27,Dallas Stars,Minnesota Wild,2,3,2 - 3,2024-2025,1.0,True
2024-12-28 01:00:00+00:00,2024-12-27 20:00:00-05:00,2024-12-27,St. Louis Blues,Nashville Predators,7,4,7 - 4,2024-2025,1.0,True
2024-12-28 02:30:00+00:00,2024-12-27 21:30:00-05:00,2024-12-27,Utah Hockey Club,Colorado Avalanche,1,4,1 - 4,2024-2025,1.0,True
2024-12-28 03:30:00+00:00,2024-12-27 22:30:00-05:00,2024-12-27,San Jose Sharks,Vegas Golden Knights,3,6,3 - 6,2024-2025,1.0,True
2024-12-28 18:00:00+00:00,2024-12-28 13:00:00-05:00,2024-12-28,Florida Panthers,Montréal Canadiens,0,4,0 - 4,2024-2025,1.0,True
2024-12-28 21:00:00+00:00,2024-12-28 16:00:00-05:00,2024-12-28,Vancouver Canucks,Seattle Kraken,4,5,4 - 5,2024-2025,1.0,True
2024-12-28 21:00:00+00:00,2024-12-28 16:00:00-05:00,2024-12-28,Anaheim Ducks,Philadelphia Flyers,1,3,1 - 3,2024-2025,1.0,True
2024-12-28 21:00:00+00:00,2024-12-28 16:00:00-05:00,2024-12-28,Los Angeles Kings,Edmonton Oilers,4,3,4 - 3,2024-2025,1.0,True
2024-12-29 00:00:00+00:00,2024-12-28 19:00:00-05:00,2024-12-28,Winnipeg Jets,Ottawa Senators,4,2,4 - 2,2024-2025,1.0,True
2024-12-29 00:00:00+00:00,2024-12-28 19:00:00-05:00,2024-12-28,Tampa Bay Lightning,New York Rangers,6,2,6 - 2,2024-2025,1.0,True
2024-12-29 00:00:00+00:00,2024-12-28 19:00:00-05:00,2024-12-28,Carolina Hurricanes,New Jersey Devils,5,2,5 - 2,2024-2025,1.0,True
2024-12-29 00:00:00+00:00,2024-12-28 19:00:00-05:00,2024-12-28,Toronto Maple Leafs,Washington Capitals,2,5,2 - 5,2024-2025,1.0,True
2024-12-29 00:00:00+00:00,2024-12-28 19:00:00-05:00,2024-12-28,Boston Bruins,Columbus Blue Jackets,4,0,4 - 0,2024-2025,1.0,True
2024-12-29 00:30:00+00:00,2024-12-28 19:30:00-05:00,2024-12-28,New York Islanders,Pittsburgh Penguins,6,3,6 - 3,2024-2025,1.0,True
2024-12-29 03:00:00+00:00,2024-12-28 22:00:00-05:00,2024-12-28,San Jose Sharks,Calgary Flames,1,3,1 - 3,2024-2025,1.0,True
2024-12-29 20:00:00+00:00,2024-12-29 15:00:00-05:00,2024-12-29,St. Louis Blues,Buffalo Sabres,2,4,2 - 4,2024-2025,1.0,True
2024-12-29 21:00:00+00:00,2024-12-29 16:00:00-05:00,2024-12-29,Anaheim Ducks,Edmonton Oilers,5,3,5 - 3,2024-2025,1.0,True
2024-12-29 22:00:00+00:00,2024-12-29 17:00:00-05:00,2024-12-29,Detroit Red Wings,Washington Capitals,4,2,4 - 2,2024-2025,1.0,True
2024-12-29 22:00:00+00:00,2024-12-29 17:00:00-05:00,2024-12-29,Tampa Bay Lightning,Montréal Canadiens,2,5,2 - 5,2024-2025,1.0,True
2024-12-29 22:30:00+00:00,2024-12-29 17:30:00-05:00,2024-12-29,Pittsburgh Penguins,New York Islanders,3,2,3 - 2,2024-2025,1.0,True
2024-12-30 01:00:00+00:00,2024-12-29 20:00:00-05:00,2024-12-29,Minnesota Wild,Ottawa Senators,1,3,1 - 3,2024-2025,1.0,True
2024-12-30 01:00:00+00:00,2024-12-29 20:00:00-05:00,2024-12-29,Vegas Golden Knights,Calgary Flames,3,0,3 - 0,2024-2025,1.0,True
2024-12-30 01:30:00+00:00,2024-12-29 20:30:00-05:00,2024-12-29,Chicago Blackhawks,Dallas Stars,1,5,1 - 5,2024-2025,1.0,True
2024-12-30 02:00:00+00:00,2024-12-29 21:00:00-05:00,2024-12-29,Los Angeles Kings,Philadelphia Flyers,5,4,5 - 4,2024-2025,1.0,True
2024-12-31 00:00:00+00:00,2024-12-30 19:00:00-05:00,2024-12-30,Florida Panthers,New York Rangers,5,3,5 - 3,2024-2025,1.0,True
2024-12-31 00:30:00+00:00,2024-12-30 19:30:00-05:00,2024-12-30,Winnipeg Jets,Nashville Predators,3,0,3 - 0,2024-2025,1.0,True
2024-12-31 01:00:00+00:00,2024-12-30 20:00:00-05:00,2024-12-30,Seattle Kraken,Utah Hockey Club,5,2,5 - 2,2024-2025,1.0,True
2024-12-31 17:30:00+00:00,2024-12-31 12:30:00-05:00,2024-12-31,Washington Capitals,Boston Bruins,3,1,3 - 1,2024-2025,1.0,True
2024-12-31 18:00:00+00:00,2024-12-31 13:00:00-05:00,2024-12-31,Toronto Maple Leafs,New York Islanders,3,1,3 - 1,2024-2025,1.0,True
2024-12-31 20:00:00+00:00,2024-12-31 15:00:00-05:00,2024-12-31,Vegas Golden Knights,Montréal Canadiens,2,3,2 - 3,2024-2025,1.0,True
2024-12-31 22:00:00+00:00,2024-12-31 17:00:00-05:00,2024-12-31,Chicago Blackhawks,St. Louis Blues,2,6,2 - 6,2024-2025,1.0,True
2025-01-01 01:00:00+00:00,2024-12-31 20:00:00-05:00,2024-12-31,San Jose Sharks,Philadelphia Flyers,0,4,0 - 4,2024-2025,1.0,True
2025-01-01 01:00:00+00:00,2024-12-31 20:00:00-05:00,2024-12-31,Anaheim Ducks,New Jersey Devils,3,2,3 - 2,2024-2025,1.0,True
2025-01-01 01:00:00+00:00,2024-12-31 20:00:00-05:00,2024-12-31,Colorado Avalanche,Winnipeg Jets,5,2,5 - 2,2024-2025,1.0,True
2025-01-01 01:00:00+00:00,2024-12-31 20:00:00-05:00,2024-12-31,Detroit Red Wings,Pittsburgh Penguins,4,2,4 - 2,2024-2025,1.0,True
2025-01-01 01:00:00+00:00,2024-12-31 20:00:00-05:00,2024-12-31,Dallas Stars,Buffalo Sabres,4,2,4 - 2,2024-2025,1.0,True
2025-01-01 01:00:00+00:00,2024-12-31 20:00:00-05:00,2024-12-31,Columbus Blue Jackets,Carolina Hurricanes,4,3,4 - 3,2024-2025,1.0,True
2025-01-01 01:00:00+00:00,2024-12-31 20:00:00-05:00,2024-12-31,Minnesota Wild,Nashville Predators,5,3,5 - 3,2024-2025,1.0,True
2025-01-01 02:00:00+00:00,2024-12-31 21:00:00-05:00,2024-12-31,Calgary Flames,Vancouver Canucks,3,1,3 - 1,2024-2025,1.0,True
2025-01-01 02:00:00+00:00,2024-12-31 21:00:00-05:00,2024-12-31,Edmonton Oilers,Utah Hockey Club,4,1,4 - 1,2024-2025,1.0,True
2025-01-01 23:00:00+00:00,2025-01-01 18:00:00-05:00,2025-01-01,Los Angeles Kings,New Jersey Devils,3,0,3 - 0,2024-2025,1.0,True
2025-01-03 00:00:00+00:00,2025-01-02 19:00:00-05:00,2025-01-02,Columbus Blue Jackets,Detroit Red Wings,4,5,4 - 5,2024-2025,1.0,True
2025-01-03 00:00:00+00:00,2025-01-02 19:00:00-05:00,2025-01-02,Washington Capitals,Minnesota Wild,3,4,3 - 4,2024-2025,1.0,True
2025-01-03 00:00:00+00:00,2025-01-02 19:00:00-05:00,2025-01-02,Florida Panthers,Carolina Hurricanes,1,3,1 - 3,2024-2025,1.0,True
2025-01-03 00:00:00+00:00,2025-01-02 19:00:00-05:00,2025-01-02,New York Rangers,Boston Bruins,2,1,2 - 1,2024-2025,1.0,True
2025-01-03 00:30:00+00:00,2025-01-02 19:30:00-05:00,2025-01-02,New York Islanders,Toronto Maple Leafs,1,2,1 - 2,2024-2025,1.0,True
2025-01-03 01:00:00+00:00,2025-01-02 20:00:00-05:00,2025-01-02,Dallas Stars,Ottawa Senators,4,2,4 - 2,2024-2025,1.0,True
2025-01-03 01:00:00+00:00,2025-01-02 20:00:00-05:00,2025-01-02,Winnipeg Jets,Anaheim Ducks,3,4,3 - 4,2024-2025,1.0,True
2025-01-03 02:00:00+00:00,2025-01-02 21:00:00-05:00,2025-01-02,Colorado Avalanche,Buffalo Sabres,6,5,6 - 5,2024-2025,1.0,True
2025-01-03 02:00:00+00:00,2025-01-02 21:00:00-05:00,2025-01-02,Calgary Flames,Utah Hockey Club,3,5,3 - 5,2024-2025,1.0,True
2025-01-03 03:00:00+00:00,2025-01-02 22:00:00-05:00,2025-01-02,Vegas Golden Knights,Philadelphia Flyers,5,2,5 - 2,2024-2025,1.0,True
2025-01-03 03:00:00+00:00,2025-01-02 22:00:00-05:00,2025-01-02,Seattle Kraken,Vancouver Canucks,3,4,3 - 4,2024-2025,1.0,True
2025-01-03 03:30:00+00:00,2025-01-02 22:30:00-05:00,2025-01-02,San Jose Sharks,Tampa Bay Lightning,2,1,2 - 1,2024-2025,1.0,True
2025-01-04 00:00:00+00:00,2025-01-03 19:00:00-05:00,2025-01-03,Florida Panthers,Pittsburgh Penguins,3,2,3 - 2,2024-2025,1.0,True
2025-01-04 01:00:00+00:00,2025-01-03 20:00:00-05:00,2025-01-03,Chicago Blackhawks,Montréal Canadiens,4,2,4 - 2,2024-2025,1.0,True
2025-01-04 01:00:00+00:00,2025-01-03 20:00:00-05:00,2025-01-03,St. Louis Blues,Ottawa Senators,4,0,4 - 0,2024-2025,1.0,True
2025-01-04 02:00:00+00:00,2025-01-03 21:00:00-05:00,2025-01-03,Edmonton Oilers,Anaheim Ducks,3,2,3 - 2,2024-2025,1.0,True
2025-01-04 03:00:00+00:00,2025-01-03 22:00:00-05:00,2025-01-03,Vancouver Canucks,Nashville Predators,0,3,0 - 3,2024-2025,1.0,True
2025-01-04 17:00:00+00:00,2025-01-04 12:00:00-05:00,2025-01-04,Washington Capitals,New York Rangers,7,4,7 - 4,2024-2025,1.0,True
2025-01-04 21:00:00+00:00,2025-01-04 16:00:00-05:00,2025-01-04,San Jose Sharks,New Jersey Devils,3,2,3 - 2,2024-2025,1.0,True
2025-01-05 00:00:00+00:00,2025-01-04 19:00:00-05:00,2025-01-04,Colorado Avalanche,Montréal Canadiens,1,2,1 - 2,2024-2025,1.0,True
2025-01-05 00:00:00+00:00,2025-01-04 19:00:00-05:00,2025-01-04,Columbus Blue Jackets,St. Louis Blues,6,4,6 - 4,2024-2025,1.0,True
2025-01-05 00:00:00+00:00,2025-01-04 19:00:00-05:00,2025-01-04,Toronto Maple Leafs,Boston Bruins,6,4,6 - 4,2024-2025,1.0,True
2025-01-05 00:00:00+00:00,2025-01-04 19:00:00-05:00,2025-01-04,Winnipeg Jets,Detroit Red Wings,2,4,2 - 4,2024-2025,1.0,True
2025-01-05 00:00:00+00:00,2025-01-04 19:00:00-05:00,2025-01-04,Carolina Hurricanes,Minnesota Wild,0,4,0 - 4,2024-2025,1.0,True
2025-01-05 01:00:00+00:00,2025-01-04 20:00:00-05:00,2025-01-04,Dallas Stars,Utah Hockey Club,3,2,3 - 2,2024-2025,1.0,True
2025-01-05 02:00:00+00:00,2025-01-04 21:00:00-05:00,2025-01-04,Los Angeles Kings,Tampa Bay Lightning,2,1,2 - 1,2024-2025,1.0,True
2025-01-05 03:00:00+00:00,2025-01-04 22:00:00-05:00,2025-01-04,Seattle Kraken,Edmonton Oilers,2,4,2 - 4,2024-2025,1.0,True
2025-01-05 03:00:00+00:00,2025-01-04 22:00:00-05:00,2025-01-04,Calgary Flames,Nashville Predators,1,4,1 - 4,2024-2025,1.0,True
2025-01-05 03:00:00+00:00,2025-01-04 22:00:00-05:00,2025-01-04,Vegas Golden Knights,Buffalo Sabres,3,1,3 - 1,2024-2025,1.0,True
2025-01-05 20:00:00+00:00,2025-01-05 15:00:00-05:00,2025-01-05,Chicago Blackhawks,New York Rangers,2,6,2 - 6,2024-2025,1.0,True
2025-01-05 23:00:00+00:00,2025-01-05 18:00:00-05:00,2025-01-05,Carolina Hurricanes,Pittsburgh Penguins,4,3,4 - 3,2024-2025,1.0,True
2025-01-05 23:00:00+00:00,2025-01-05 18:00:00-05:00,2025-01-05,Boston Bruins,New York Islanders,4,5,4 - 5,2024-2025,1.0,True
2025-01-06 00:00:00+00:00,2025-01-05 19:00:00-05:00,2025-01-05,Toronto Maple Leafs,Philadelphia Flyers,3,2,3 - 2,2024-2025,1.0,True
2025-01-06 01:00:00+00:00,2025-01-05 20:00:00-05:00,2025-01-05,Anaheim Ducks,Tampa Bay Lightning,4,1,4 - 1,2024-2025,1.0,True
2025-01-07 00:00:00+00:00,2025-01-06 19:00:00-05:00,2025-01-06,Buffalo Sabres,Washington Capitals,4,3,4 - 3,2024-2025,1.0,True
2025-01-07 00:30:00+00:00,2025-01-06 19:30:00-05:00,2025-01-06,Montréal Canadiens,Vancouver Canucks,5,4,5 - 4,2024-2025,1.0,True
2025-01-07 02:00:00+00:00,2025-01-06 21:00:00-05:00,2025-01-06,Colorado Avalanche,Florida Panthers,3,1,3 - 1,2024-2025,1.0,True
2025-01-07 03:00:00+00:00,2025-01-06 22:00:00-05:00,2025-01-06,Seattle Kraken,New Jersey Devils,2,3,2 - 3,2024-2025,1.0,True
2025-01-08 00:00:00+00:00,2025-01-07 19:00:00-05:00,2025-01-07,Detroit Red Wings,Ottawa Senators,3,2,3 - 2,2024-2025,1.0,True
2025-01-08 00:00:00+00:00,2025-01-07 19:00:00-05:00,2025-01-07,Pittsburgh Penguins,Columbus Blue Jackets,3,4,3 - 4,2024-2025,1.0,True
2025-01-08 00:00:00+00:00,2025-01-07 19:00:00-05:00,2025-01-07,New York Rangers,Dallas Stars,4,5,4 - 5,2024-2025,1.0,True
2025-01-08 00:00:00+00:00,2025-01-07 19:00:00-05:00,2025-01-07,Boston Bruins,Edmonton Oilers,0,4,0 - 4,2024-2025,1.0,True
2025-01-08 00:00:00+00:00,2025-01-07 19:00:00-05:00,2025-01-07,Tampa Bay Lightning,Carolina Hurricanes,3,2,3 - 2,2024-2025,1.0,True
2025-01-08 00:30:00+00:00,2025-01-07 19:30:00-05:00,2025-01-07,Philadelphia Flyers,Toronto Maple Leafs,2,3,2 - 3,2024-2025,1.0,True
2025-01-08 01:00:00+00:00,2025-01-07 20:00:00-05:00,2025-01-07,Minnesota Wild,St. Louis Blues,6,4,6 - 4,2024-2025,1.0,True
2025-01-08 01:00:00+00:00,2025-01-07 20:00:00-05:00,2025-01-07,Winnipeg Jets,Nashville Predators,5,2,5 - 2,2024-2025,1.0,True
2025-01-08 03:00:00+00:00,2025-01-07 22:00:00-05:00,2025-01-07,Anaheim Ducks,Calgary Flames,2,3,2 - 3,2024-2025,1.0,True
2025-01-08 03:30:00+00:00,2025-01-07 22:30:00-05:00,2025-01-07,San Jose Sharks,Vegas Golden Knights,2,4,2 - 4,2024-2025,1.0,True
2025-01-09 00:30:00+00:00,2025-01-08 19:30:00-05:00,2025-01-08,Chicago Blackhawks,Colorado Avalanche,3,1,3 - 1,2024-2025,1.0,True
2025-01-09 00:30:00+00:00,2025-01-08 19:30:00-05:00,2025-01-08,Washington Capitals,Vancouver Canucks,2,1,2 - 1,2024-2025,1.0,True
2025-01-09 03:00:00+00:00,2025-01-08 22:00:00-05:00,2025-01-08,Utah Hockey Club,Florida Panthers,1,4,1 - 4,2024-2025,1.0,True
2025-01-10 00:00:00+00:00,2025-01-09 19:00:00-05:00,2025-01-09,Columbus Blue Jackets,Seattle Kraken,6,2,6 - 2,2024-2025,1.0,True
2025-01-10 00:00:00+00:00,2025-01-09 19:00:00-05:00,2025-01-09,Pittsburgh Penguins,Edmonton Oilers,5,3,5 - 3,2024-2025,1.0,True
2025-01-10 00:00:00+00:00,2025-01-09 19:00:00-05:00,2025-01-09,Philadelphia Flyers,Dallas Stars,1,4,1 - 4,2024-2025,1.0,True
2025-01-10 00:00:00+00:00,2025-01-09 19:00:00-05:00,2025-01-09,New York Rangers,New Jersey Devils,3,2,3 - 2,2024-2025,1.0,True
2025-01-10 00:00:00+00:00,2025-01-09 19:00:00-05:00,2025-01-09,Tampa Bay Lightning,Boston Bruins,4,1,4 - 1,2024-2025,1.0,True
2025-01-10 00:00:00+00:00,2025-01-09 19:00:00-05:00,2025-01-09,Ottawa Senators,Buffalo Sabres,0,4,0 - 4,2024-2025,1.0,True
2025-01-10 00:30:00+00:00,2025-01-09 19:30:00-05:00,2025-01-09,Carolina Hurricanes,Toronto Maple Leafs,6,3,6 - 3,2024-2025,1.0,True
2025-01-10 01:00:00+00:00,2025-01-09 20:00:00-05:00,2025-01-09,St. Louis Blues,Anaheim Ducks,6,2,6 - 2,2024-2025,1.0,True
2025-01-10 01:00:00+00:00,2025-01-09 20:00:00-05:00,2025-01-09,Minnesota Wild,Colorado Avalanche,1,6,1 - 6,2024-2025,1.0,True
2025-01-10 03:00:00+00:00,2025-01-09 22:00:00-05:00,2025-01-09,Vegas Golden Knights,New York Islanders,0,4,0 - 4,2024-2025,1.0,True
2025-01-11 00:00:00+00:00,2025-01-10 19:00:00-05:00,2025-01-10,Carolina Hurricanes,Vancouver Canucks,2,0,2 - 0,2024-2025,1.0,True
2025-01-11 00:00:00+00:00,2025-01-10 19:00:00-05:00,2025-01-10,Washington Capitals,Montréal Canadiens,2,3,2 - 3,2024-2025,1.0,True
2025-01-11 00:00:00+00:00,2025-01-10 19:00:00-05:00,2025-01-10,Detroit Red Wings,Chicago Blackhawks,5,3,5 - 3,2024-2025,1.0,True
2025-01-11 01:00:00+00:00,2025-01-10 20:00:00-05:00,2025-01-10,Winnipeg Jets,Los Angeles Kings,1,2,1 - 2,2024-2025,1.0,True
2025-01-11 02:00:00+00:00,2025-01-10 21:00:00-05:00,2025-01-10,Utah Hockey Club,San Jose Sharks,2,1,2 - 1,2024-2025,1.0,True
2025-01-11 18:00:00+00:00,2025-01-11 13:00:00-05:00,2025-01-11,Florida Panthers,Boston Bruins,3,4,3 - 4,2024-2025,1.0,True
2025-01-11 21:00:00+00:00,2025-01-11 16:00:00-05:00,2025-01-11,Buffalo Sabres,Seattle Kraken,2,6,2 - 6,2024-2025,1.0,True
2025-01-11 21:00:00+00:00,2025-01-11 16:00:00-05:00,2025-01-11,Pittsburgh Penguins,Ottawa Senators,0,5,0 - 5,2024-2025,1.0,True
2025-01-12 00:00:00+00:00,2025-01-11 19:00:00-05:00,2025-01-11,Winnipeg Jets,Colorado Avalanche,3,0,3 - 0,2024-2025,1.0,True
2025-01-12 00:00:00+00:00,2025-01-11 19:00:00-05:00,2025-01-11,St. Louis Blues,Columbus Blue Jackets,1,2,1 - 2,2024-2025,1.0,True
2025-01-12 00:00:00+00:00,2025-01-11 19:00:00-05:00,2025-01-11,Chicago Blackhawks,Edmonton Oilers,3,4,3 - 4,2024-2025,1.0,True
2025-01-12 00:00:00+00:00,2025-01-11 19:00:00-05:00,2025-01-11,Philadelphia Flyers,Anaheim Ducks,6,0,6 - 0,2024-2025,1.0,True
2025-01-12 00:00:00+00:00,2025-01-11 19:00:00-05:00,2025-01-11,New Jersey Devils,Tampa Bay Lightning,3,2,3 - 2,2024-2025,1.0,True
2025-01-12 00:00:00+00:00,2025-01-11 19:00:00-05:00,2025-01-11,Montréal Canadiens,Dallas Stars,1,2,1 - 2,2024-2025,1.0,True
2025-01-12 00:00:00+00:00,2025-01-11 19:00:00-05:00,2025-01-11,Toronto Maple Leafs,Vancouver Canucks,0,3,0 - 3,2024-2025,1.0,True
2025-01-12 01:00:00+00:00,2025-01-11 20:00:00-05:00,2025-01-11,Nashville Predators,Washington Capitals,1,4,1 - 4,2024-2025,1.0,True
2025-01-12 02:00:00+00:00,2025-01-11 21:00:00-05:00,2025-01-11,Utah Hockey Club,New York Islanders,1,2,1 - 2,2024-2025,1.0,True
2025-01-12 03:00:00+00:00,2025-01-11 22:00:00-05:00,2025-01-11,Calgary Flames,Los Angeles Kings,2,1,2 - 1,2024-2025,1.0,True
2025-01-12 03:00:00+00:00,2025-01-11 22:00:00-05:00,2025-01-11,Vegas Golden Knights,New York Rangers,1,2,1 - 2,2024-2025,1.0,True
2025-01-12 03:00:00+00:00,2025-01-11 22:00:00-05:00,2025-01-11,San Jose Sharks,Minnesota Wild,1,3,1 - 3,2024-2025,1.0,True
2025-01-12 20:00:00+00:00,2025-01-12 15:00:00-05:00,2025-01-12,Detroit Red Wings,Seattle Kraken,6,2,6 - 2,2024-2025,1.0,True
2025-01-12 22:00:00+00:00,2025-01-12 17:00:00-05:00,2025-01-12,Ottawa Senators,Dallas Stars,3,2,3 - 2,2024-2025,1.0,True
2025-01-12 22:00:00+00:00,2025-01-12 17:00:00-05:00,2025-01-12,Pittsburgh Penguins,Tampa Bay Lightning,2,5,2 - 5,2024-2025,1.0,True
2025-01-12 22:00:00+00:00,2025-01-12 17:00:00-05:00,2025-01-12,Carolina Hurricanes,Anaheim Ducks,2,3,2 - 3,2024-2025,1.0,True
2025-01-13 01:00:00+00:00,2025-01-12 20:00:00-05:00,2025-01-12,Vegas Golden Knights,Minnesota Wild,4,1,4 - 1,2024-2025,1.0,True
2025-01-14 00:00:00+00:00,2025-01-13 19:00:00-05:00,2025-01-13,Philadelphia Flyers,Florida Panthers,4,3,4 - 3,2024-2025,1.0,True
2025-01-14 00:30:00+00:00,2025-01-13 19:30:00-05:00,2025-01-13,Chicago Blackhawks,Calgary Flames,2,5,2 - 5,2024-2025,1.0,True
2025-01-14 02:30:00+00:00,2025-01-13 21:30:00-05:00,2025-01-13,Edmonton Oilers,Los Angeles Kings,1,0,1 - 0,2024-2025,1.0,True
2025-01-15 00:00:00+00:00,2025-01-14 19:00:00-05:00,2025-01-14,Washington Capitals,Anaheim Ducks,3,0,3 - 0,2024-2025,1.0,True
2025-01-15 00:00:00+00:00,2025-01-14 19:00:00-05:00,2025-01-14,Pittsburgh Penguins,Seattle Kraken,2,4,2 - 4,2024-2025,1.0,True
2025-01-15 00:00:00+00:00,2025-01-14 19:00:00-05:00,2025-01-14,Columbus Blue Jackets,Philadelphia Flyers,3,2,3 - 2,2024-2025,1.0,True
2025-01-15 00:00:00+00:00,2025-01-14 19:00:00-05:00,2025-01-14,Toronto Maple Leafs,Dallas Stars,1,4,1 - 4,2024-2025,1.0,True
